aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Кормушина, Г.			В стране поэтов и гор. [Заметки о литературе Дагестана]	Октябрь	1963	6	212-216
Агеев, Николай.			Шаги поколений. Стихи	Октябрь	1963	6	3-4
Коптяева, Антонина.			Дар земли. Роман,	Октябрь	1963	6	5-9
Авраменко, Илья.			Пути странствий. Стихи: «Снова подорожная тревога...» — «Всю ночькричали где-то за окном...» — «Нет, сказать ты не можешь мне, что тебя не люблю я...»	Октябрь	1963	7	136
Чубакова, Вера.			Женщина — Снегурочка. Рассказы	Октябрь	1963	7	137-143
Фирсов, Владимир.			Не уклоняться от борьбы. Стихи	Октябрь	1963	7	144
Куранов, Юрий.			На увалах. Новеллы	Октябрь	1963	7	145-15
Липовский, Александр.			Во весь голос. Сцены из публицистич. драмы	Октябрь	1963	7	15-50
Политыко, Георгий.			Необычайные приключения Индюши Пучкина. [Сатирич. рассказ]	Октябрь	1963	7	153-159
Микулина, Елена.			Человек не один. [Рассказы о советских людях]	Октябрь	1963	7	160-166
Бойко, С.			Мысли атеиста. [О методах атеистич. пропаганды]	Октябрь	1963	7	167-170
Полесьев, С.	Поляков, Е.		Хозяева Луги. [Участие общественности в работе Лужскогогорсовета. Ленингр. обл.]	Октябрь	1963	7	170-172
Кармен, Р.			С Фиделем Кастро по СССР. [О работе над созданием хроникального фильма«Гость с пылающего острова»]	Октябрь	1963	7	173-175
Ольшевский, В.			Маяковский-художник. [О работе В. В. Маяковского в «Окнах сатирыРОСТА»]	Октябрь	1963	7	175-176
Котов, А.			Девятый шахматный король. [О чемпионе мира Т. Петросяне]	Октябрь	1963	7	177-178
Куликов, Борис.			Клуб любителей поэзии [при районном Доме культуры, пос.Семикоракорский. Рост. обл.]	Октябрь	1963	7	178-179
Задонский, Н.			Новое в истории декабризма. [О первой декабристской организации«Священная артель» и ее основателе Н. Н. Муравьеве]	Октябрь	1963	7	180-182
Метченко, А.			Подвиг Маяковского. [К 70-летию со дня рождения]	Октябрь	1963	7	183-192
Соловьев, Борис.			Поэзия и ее критики. Полемич. заметки	Октябрь	1963	7	193-209
			Слово о партии. [К 60-летию КПСС. Статьи]: М. Шагинян, Ум, честь и совесть эпохи. — Л.Татьяничева, Истоки героизма. — В. Максимов. Эстафета века. — А. Калинин. Издневника. — В. Федоров. Молодость духа. — И. Сельвинский. Самое потрясающее в моейжизни. [С примеч. ред.]	Октябрь	1963	7	3-14
Прокофьев, Александр.			Песня Братства. [Стихи].	Октябрь	1963	7	3-4
Коптяева, Антонина.			Дар земли. Роман	Октябрь	1963	7	51-13
Жаров, Александр.			Небесный хоровод. Стихи	Октябрь	1963	8	120
Блынский, Дмитрий.			Отчая сторона. Стихи	Октябрь	1963	8	121-122
Рядченко, Иван.			Калитка. — Косы. [Стихи]	Октябрь	1963	8	123-124
Генри, О.			Четвертое июля в Сальвадоре. [Рассказ америк. писателя. На рус. яз.публикуется впервые. С предисл. ред.] Пер.: Г. Бабенышев	Октябрь	1963	8	125-132
Сизов, Николай.			Падение Петухова. Рассказ	Октябрь	1963	8	132-136
Благов, Юрий.			Жестокий романс. Стихи	Октябрь	1963	8	136
Зябрев, Анатолий.			Такие, какие мы есть. [О строителях Красноярской ГЭС]. Докум.повесть	Октябрь	1963	8	137-161
Маевский, Виктор.			Бурные дни Алжира. [К годовщине Алжирской Республики.Публицистич. заметки]	Октябрь	1963	8	162-170
Кормушина, Г.			Время и личность. [Тема современности в советской драматургиипоследних лет. Публицистич. заметки]	Октябрь	1963	8	180-188
Большов, Д.			Высокое призвание. [К выходу в свет книги Н. С. Хрущева «Высокоепризвание литературы и искусства»]	Октябрь	1963	8	189-198
Назаренко, В.			Как блуждают в «Степи». [По поводу оценки повести А. П. Чехова «Степь» вработах советских литературоведов]	Октябрь	1963	8	199-213
Прокофьев, Александр.			У янтарного моря. [Стихи]: Дайна. — Олененок. — Памятник. —С горы Гедимина. — Девятый форт. — «Бури, ветры, с Балтики не дуйте...» — Корчма налитовской границе. — Лебеди	Октябрь	1963	8	3-5
Олендер, Семен.			Осень в Горках. — Все в мире есть. [Стихи]	Октябрь	1963	8	6
Коптяева, Антонина.			Дар земли. Роман	Октябрь	1963	8	7-8
Лисовский, Казимир.			На семьдесят пятой параллели... [Стихи]: «Когда я гляжу на карту...»— Звездный шорох. — Крепись, товарищ!.. — «Маленькая, но семья». — В поискахромантики	Октябрь	1963	8	86-89
Туркин, Владимир.			Дети. — Девушка и Пушкин. — Ввысь! [Стихи]	Октябрь	1963	8	90-91
Куликов, Борис.			Россия. — Музыка целины. [Стихи]	Октябрь	1963	8	92
Лидин, Вл.			Рассказы: Под крыльями — земля. — Птичница. — Астра. — Зимнее море	Октябрь	1963	8	93-119
			Литовские дайны. Пер.: А. Прокофьев и А. Чепуров,	Октябрь	1963	9	107-1.09
Марков, Алексей.			Мысли о космосе. [Стихи]: Стрела. — Полет	Октябрь	1963	9	110
Рытхэу, Юрий.			Любовь Ивановна. Рассказ [чукотского писателя]	Октябрь	1963	9	111-117
Полянский, Егор.			С высоты Железнограда. [Стихи]: О старожилах. — Для всехвлюбленных	Октябрь	1963	9	118-119
Халиф, Лев.			«Взаправду, а не якобы...» — «По стуку сердец...» — «Он в древесинескрипкой спал...» [Стихи]	Октябрь	1963	9	120-121
Коршунов, Евгений.			Утро Нигерии. [Из путевых впечатлений]	Октябрь	1963	9	122-132
Островский, Ян.			Озол. [Сатирич. рассказ]	Октябрь	1963	9	132-135
Лифшиц, Владимир.			Маятник. — Мудрец. [Сатирич. стихи]	Октябрь	1963	9	135-136
Сельвинский, Илья.			Встречи с Маяковским. Страницы воспоминаний	Октябрь	1963	9	137-152
Толченова, Н.			Как будто о современности... [Тема современности в советской драматургии.Критич. заметки]	Октябрь	1963	9	139-195
Иванов, Леонид.			Судьба урожая. [О проблемах повышения урожайности зерновых культурв Сибири и на Алтае]. Заметки писателя	Октябрь	1963	9	153-159
Трубникова, Алла.			Две недели среди тунеядцев. [О поездке в места принуд. поселениятунеядцев. Из впечатлений журналиста]	Октябрь	1963	9	160-174
Кожевников, Н.			Имени доктора Мальгина. [Из биографии хирурга клинич. больницы № 3г. Ирбита Д. И Мальгина Свердл. обл.]	Октябрь	1963	9	175-176
Малинов, Г.			«Зеленое золото» — будущим поколениям. [О новой технологии разделкилесосеки с сохранением молодого подроста. Из опыта знатного лесоруба И. С. Яковлева.Очерк]	Октябрь	1963	9	177-178
Марченко, Вячеслав.			Народ древний и мудрый. [Заметки о творчестве бурят. писателей]	Октябрь	1963	9	179-180
Сергованцев, Н.			Родники творчества. [О работе И. И. Доронина в области изучения соврем.письменного нар. творчества]	Октябрь	1963	9	180-182
Стариков, Д.			Одна из пятидесяти двух. [Заметки о творчестве писателей Кубами]	Октябрь	1963	9	182-184
Жеребилов, В.			Никольский народный театр. [с. Никольское. Воронежская обл.]	Октябрь	1963	9	184-185
Бровман, Г.			Коммунист — борец, преобразователь, строитель. [Образ коммуниста всоветской литературе]	Октябрь	1963	9	196-205
Политыко, Г.			На земле Смоленской. [Заметки о творчестве писателей Смоленска]	Октябрь	1963	9	206-209
Строковский, Николай.			История одной ночи. Повесть	Октябрь	1963	9	3-59
Дамбаев, Даши.			Клятва. — Юность. — Байкальские волны. [Стихи. Пер. с бурят.: А.Щитов; Ю. Игумнов]	Октябрь	1963	9	60-65
Леднев, Юрий.			Победа. Стихи	Октябрь	1963	9	66
Быков, Василь.			Фронтовая страница. Повесть Авториз. пер. с белорус.: М. Горбачев	Октябрь	1963	9	67-106
Егоров, Борис.			Сюрприз в рыжем портфеле. Сатирич. повесть	Октябрь	1964	1	121—162
Светличный, Б.			Человек и город. [Заметки архитектора]	Октябрь	1964	1	163—175
Лапунова, Н.			Сила плаката. [По материалам 2-й Всесоюз. выставки плаката. Москва 1963]	Октябрь	1964	1	168—189
Щербаков, Д.			О том, что волнует. [Заметки о воспитании молодежи]	Октябрь	1964	1	176—178
Степанов, А.			Славное русское книгохранилище. [К 250-летию Б-ки Акад. наук СССР]	Октябрь	1964	1	179—180
Халилецкий, Г.			Равнодушие к общественному достоянию. [О невнимании науч.учреждений к акклиматизации китайского лимонника]	Октябрь	1964	1	179—182
Бутковская, Л.			И в придачу улыбка. [О коллективе продовольств. магазина № 72. Москва]	Октябрь	1964	1	182—183
Хренков, Д.			Памяти героев. [О сборе средств на создание памятника защитникамЛенинграда в период Великой Отечеств. войны]	Октябрь	1964	1	184—185
Александров, П.			Наша литературная сестра. [К 40-летию журн. «Звезда»]	Октябрь	1964	1	188
Владимиров, Ю.			Спиритический сеанс в поэзии. [Заметки о стихах Б. Ахмадулиной«Воскресный день» и «Осень», опублик. в «Лит. газ.», 1963, 7 дек.]	Октябрь	1964	1	190—191
Дремов, Ан.			Действительность — идеал — идеализация. [К дискуссии о положительномгерое в советской литературе. Полемич. заметки]	Октябрь	1964	1	192—207
Краминов, Даниил.			Амур и черепаха. Роман	Октябрь	1964	1	24—69
Викулов, Сергей.			Окнами на зарю. Поэма	Октябрь	1964	1	5/23/2016
Антокольский, Павел.			Из путевого журнала. Стихи: Адриатика впервые. — Адриатика втумане. — Адриатика в полдень. — У Диоклетиана. — Сараево 1914. (Гаврило Принцип)	Октябрь	1964	1	70—74
Кочетов, Всеволод.			Так начиналось. Записи военных лет	Октябрь	1964	1	75—120
Николаева, Галина.			Наш сад. [Дневниковые записи. С предисл. Ц. Дмитриевой]	Октябрь	1964	10	11—54
Куранов, Юрий.			Рассказы: Перевала. — Колыбельная	Октябрь	1964	10	121—137
Михалков, Сергей.			«Зеленый кузнечик». Сатирич: водевиль	Октябрь	1964	10	138—164
Можаев, Б.			Эксперименты на земле. [О стиле руководства сел. хозяйством. На примереРязан. обл. Публицистич. заметки]	Октябрь	1964	10	165—175
Тэсс, Татьяна.			Я живу в американской семье. [Из впечатлений о поездке в США]	Октябрь	1964	10	176—182
Михайлов, В.			Олимпиада стартует. [К открытию XVIII Олимпийских игр в Токио]	Октябрь	1964	10	183—187
Ермилова, Лариса.			Поэт бесстрашной мысли. К 150-летию со дня рождения М. Ю.Лермонтова	Октябрь	1964	10	194—200
Полетика, Юрий.			О домыслах и вымыслах. Неприятный разговор с поэтом П.Антокольским. [В связи со стихотворением П. Антокольского «Сараево, 1914», опубл. вжурн. «Октябрь» 1964 1. С прил. ответа П. Антокольского«Продолжение неприятного разговора»]	Октябрь	1964	10	207—213
Азаров, Всеволод.			У двух морей. [Заметки о творчестве участников литобъединений Сев. иЧерномор. флота]	Октябрь	1964	10	214—218
Фирсов, Владимир.			От росинки до звезды. Поэма	Октябрь	1964	10	3—10
Румянцева, Майя.			Нефтяники Каспия. — В море. — После шторма. — «Ни к глазам...»[Стихи]	Октябрь	1964	10	55—58
Калиненко, Оксана.			Ответь себе! Повесть	Октябрь	1964	10	59—120
Сельвинский, Илья.			Этюды оптимизма. Стихи: Давайте помечтаем о бессмертье. — Людивсегда молоды. — Художница	Октябрь	1964	11	148—150
Викулов, Сергей.			Баллада о хлебе. — Весенний базар. [Стихи]	Октябрь	1964	11	151—152
Никулин, Лев.			Новеллы из «свободного» мира	Октябрь	1964	11	153—158
Гарин, Семен.			Идем по Волгу-Балту. [Очерк]	Октябрь	1964	11	169—171
Кузнецов, Н.			Встречи с маршалом Блюхером. [Из воспоминаний]	Октябрь	1964	11	172—178
Прямков, Алексей.			По страницам журнала «Дон»	Октябрь	1964	11	183—185
Зубков, Юр.			Герой возвращается на сцену. [Заметки о советской драматургии последнихлет]	Октябрь	1964	11	188—195
Молдавский, Дм.			Поэзия революционной страсти. [О творчестве Н. Н. Асеева]	Октябрь	1964	11	196—202
Кинелев, Г.			На Кубани. [О творчестве писателей Краснодарского края]	Октябрь	1964	11	211—215
Рытхэу, Юрий.			Айвангу. Роман [чукот. писателя]	Октябрь	1964	11	3—66
Заурих, Алексей.			Семнадцатый, мой. Стихи	Октябрь	1964	11	67—68
Лерман, Леон.			Искра надежды. — Княжпогост. [Стихи]. Авториз. пер. с евр.: В. Фирсов	Октябрь	1964	11	69—70
Кочетов, Всеволод.			В кольце. Записи воен. лет. [С примеч. автора]	Октябрь	1964	11	71—147
Орлов, Сергей.			С позиций сердца. Стихи: Мой лейтенант. — «И я ее искал, по свету ездиля...» — На Волгобалте. — Приглашение. — Мирная песенка	Октябрь	1964	2	118—122
Максимов, Владимир.			Позывные твоих параллелей. Пьеса в 2 актах и 6 карт	Октябрь	1964	2	123—142
Журавлев, Василий.			Дорога к другу. Цикл стихов. (С предисл. С. Смирнова]	Октябрь	1964	2	143—146
Родичев, Николай.			Егор Ильич. — Не отверну лица. Рассказы,	Октябрь	1964	2	147—152
Румянцева, Майя.			Носильщики. Стихи	Октябрь	1964	2	153—154
Заурих, Алексей.			Крым. Стихи	Октябрь	1964	2	155
Самойлов, Ф.			Улица Васи Алексеева. [Эстафета рабочих традиций на Кировском заводе.Ленинград. Очерк]	Октябрь	1964	2	156—165
Чемеков, И.			Падение. [Очерк]	Октябрь	1964	2	166—176
Маевский, Виктор.			Убийство президента [Дж. Ф. Кеннеди. США]	Октябрь	1964	2	177—189
Дремов, АН.			Действительность — идеал — идеализация. [К дискуссии о положительномгерое в советской литературе. Полемич. заметки]	Октябрь	1964	2	190—206
Осетров, Евгений.			Рядом с Москвой. [О творчестве писателей г. Владимира]	Октябрь	1964	2	216—218
Фоменко, Лидия.			На земле Кольцова и Никитина. [О творчестве соврем. писателейВоронежа]	Октябрь	1964	2	219—220
Панкратов, Юрий.			На линии огня. Стихи: «Впередсмотрящий и передовой...» —«Молодой, в распахнутой рубашке...» — «Я встаю среди ночи...» — Русское чудо. —Прощание с Братском. — Открытый разговор. — «Не сдавайся пустой новизне...»	Октябрь	1964	2	3—8
Краминов, Даниил.			Амур и черепаха. Роман	Октябрь	1964	2	9—117
Чуйков, В.			Конец третьего рейха. [Третья книга записок «От Волги до Шпрее», посвящ.заключит. этапу Великой Отечеств. войны. Напеч. с сокращениями. С предисл. ред.]	Октябрь	1964	3	101—149
Эллин, Стенли.			Метод Блессингтона. [Рассказ америк. писателя]. Пер. с англ.: М. Кан	Октябрь	1964	3	150—158
Лада, И.	Писаржевский, О		Эра новых материалов. [Очерк. С предисл. акад. В. Каргина]	Октябрь	1964	3	159—168
Строков, П.			Окрыляющее слово. [К годовщине встречи руководителей партии иправительства с деятелями литературы и искусства]	Октябрь	1964	3	177—180
Сергованцев, Н.			Критические маршруты. [О лит.-критич. статьях, опублик. в журн.«Урал», «Сиб. огни» и «Дальний Восток»]	Октябрь	1964	3	181—182
Бельчиков, Н.			Памятник Великому Кобзарю. К 150-летию со дня рождения Т. Г.Шевченко	Октябрь	1964	3	187—191
Данилин, Ю.			Подвиг художника-коммунара. [О жизни и творчестве Э. Пикио]	Октябрь	1964	3	192—198
Бушин, Вл.			Шаг и поступь. [Заметки о творчестве молодых советских поэтов]	Октябрь	1964	3	199—209
Сизов, Николай.			Трудные годы. Роман	Октябрь	1964	3	3—79
Чуев, Феликс.			Наши отцы. Стихи: «Может, надо мною посмеются...» — «Маленькоевыцветшее фото...»	Октябрь	1964	3	80
Полякова, Надежда.			Заботы мира. Цикл стихов: Пулковский меридиан. — Брестскаякрепость. — Честность. — «Чьи-то руки вели провода...» — «Не обрастайте, горожане...»	Октябрь	1964	3	81—83
Ковалев, Дмитрий.			Непримиримость. Цикл стихов: О скромности. — «Мне очень васжаль...» — «Никуда не уйти...» — Вороны. — Рыжая. — Покос. — «Как легко, когдамолод!..»	Октябрь	1964	3	84-86
Марченко, Вячеслав.			На краю. Рассказ	Октябрь	1964	3	87—97
Шикина, Людмила.			Наталья. — «Девчонка спрашивает мать...» [Стихи]	Октябрь	1964	3	98
Чистяков, Антонин.			Новгородские раскопки. Стихи	Октябрь	1964	3	99—100
Агеев, Николай.			На бруствере эпохи. [Стихи]: Поэт. — Верность. — Хлеб. — Суровыецветы. — Город-воин. — Мое начало Родины	Октябрь	1964	4	119—122
Чуйков, В.			Конец третьего рейха. [Третья книга записок «От Волги до Шпрее». Напеч. ссокращениями]	Октябрь	1964	4	123—169
Лифшиц, Владимир.			Телефон. [Юмористич. рассказ]	Октябрь	1964	4	170—171
Аленин, Виталий.			Тернии любви. [Юмористич. рассказ]	Октябрь	1964	4	172—174
Кочетов, В.			Там, где родился и похоронен один великий англичанин. [Из впечатлений опоездке по местам, связанным с жизнью и творчеством В. Шекспира]	Октябрь	1964	4	175—186
Зевин, В.			Новое об Ильиче. [О новых изданиях произведений и документов В. И. Ленина,подгот. Ин-том марксизма-ленинизма при ЦК КПСС]	Октябрь	1964	4	187—188
			Большой разговор о критике. [По материалам расшир. заседания секретариата Союзаписателей РСФСР. Москва. 1964]	Октябрь	1964	4	188—190
Иноземцева, Г.			Горький — город музыкальных фестивалей. [О 2-м фестивале«Современная музыка», посвящ. творчеству Д. Д. Шостаковича]	Октябрь	1964	4	190—192
Климович, Л.			Токтогул. [К 100-летию со дня рождения киргиз. поэта ТоктогулаСатылганова]	Октябрь	1964	4	192—193
Сейфуллина, Зоя.			Из рабочих тетрадей Лидии Сейфуллиной. [К 75-летию со днярождения]	Октябрь	1964	4	193—194
Ермилов, В.			О русском социальном романе. «Воскресение» Л. Н. Толстого	Октябрь	1964	4	195—215
			К семидесятилетию Н. С. Хрущева. [Статьи]: И. Буянов. Надежные руки. — К.Рокоссовский. Все — людям труда. — В. Мурадели. На подвиг ратный и на труд	Октябрь	1964	4	21—29
Гордейчев, Владимир.			Окопы этих лет. [Стихи]	Октябрь	1964	4	30—32
Сизов, Николай.			Трудные годы. Роман	Октябрь	1964	4	33—118
Фотиева, Л.			Горки, 1922 год. [Из воспоминаний о В. И. Ленине]	Октябрь	1964	4	5—20
Ерикеев, Ахмед.			Зовут меня дороги. Цикл стихов: «Стою, стою я каждый час...» — «Гдежелтый лист лежит на дне ручья...» — «Новый век в мое сердце стучится...» [Пер. с татар.:В. Журавлев; Я. Козловский; В. Ганиев]	Октябрь	1964	5	100
Смирнов, Сергей.			Стихи без названий. Цикл стихов	Октябрь	1964	5	101—102
Лидин, Вл.			Рассказы: Мистраль. — Флакон с лавандовой водой. — Все шестеро	Октябрь	1964	5	103—110
Фирсов, Владимир.			Некоторым моим современникам. — Лето сорок пятого. — Набатныеколокола. [Стихи]	Октябрь	1964	5	111—112
Волгин, Игорь.			«Меня убили двадцать лет назад...» Стихи	Октябрь	1964	5	114
Куликов, Борис.			Май. Стихи	Октябрь	1964	5	115
Ленч, Леонид.			Из рассказов старожила П. С. Ненарокова: Неудачная побелка. —Неудачные крестины	Октябрь	1964	5	116—119
Михалков, Сергей.			Юнец-индивидуалист. Басня	Октябрь	1964	5	120
Семенов, М.			Почему не следует ходить на премьеры. [Юмористич. рассказ]	Октябрь	1964	5	121—122
Санин, В.			Несговорчивый автор. [Сатирич. рассказ]	Октябрь	1964	5	123—124
Чуйков, В.			Конец третьего рейха. [Третья книга записок «От Волги до Шпрее», посвящ.заключит. этапу Великой Отечеств. войны. Напеч. с сокращениями. С предисл. ред.]	Октябрь	1964	5	125—162
Калинин, Анатолий.			Гранатовый сок. [К проблеме подъема сел. хозяйства]. Записи1951—1962 гг	Октябрь	1964	5	163—176
Викулов, Сергей.			Поднимающие «Красное знамя». [О тружениках колхоза. Вологод. обл.Очерк]	Октябрь	1964	5	177—185
Куприяновский, П.			Дм. Фурманов и журнал «Октябрь»	Октябрь	1964	5	186—188
Грудинин, В.			Книгоиздательский центр России. [О Гос. ком. Совета Министров РСФСР попечати]	Октябрь	1964	5	188—190
Березин, Александр.			На выставке художника-портретиста [А. Н. Яр-Кравченко. Москва.1964]	Октябрь	1964	5	190—192
Ермилов, В.			О русском социальном романе «Воскресение»Л. Н. Толстого	Октябрь	1964	5	193—206
Крячко, Лариса.			Позиция творца и бесплодие мещанина. [Лит. заметки]	Октябрь	1964	5	207—219
Прокофьев, Александр.			Ярославна. Цикл стихов: «Я с тобой говорю, как ветер...» — «Отлюбви любви не ищут!..» — «Подарю тебе любые...» — Не будь тщеславной, Ярославна..	Октябрь	1964	5	3—4
Долматовский, Евгений.			«Все силы, душу всю отдав...» — «Все изменилось... Поле сталонивой...» — «Известно мне до самой малой мелочи...» — «Почему так сыплет с неба...»[Стихи]	Октябрь	1964	5	5—6
Бабаевский, Семен.			Родимый край. Роман	Октябрь	1964	5	7—88
Антокольский, Павел.			Беглый огонь. — К дискуссии о реализме. [Стихи]	Октябрь	1964	5	89—90
Васильев, Сергей.			Гондольер поет страданье. Стихи	Октябрь	1964	5	91—92
Грибачев, Николай.			Там, впереди. Рассказ	Октябрь	1964	5	93—98
Татьяничева, Людмила.			К вопросу о родословной. — «Я — сосна в твоем бору...» —Невесты, не ставшие женами. [Стихи]	Октябрь	1964	5	99
Шагинян, Мариэтта.			Воспитание коммуниста. [О мастерстве В. И. Ленина какпропагандиста и агитатора]	Октябрь	1964	6	171—184
Тур, Валерий.			Приглашение к роману. [Заметки писателя]	Октябрь	1964	6	185—196
Шехонина, Ирина.			Большой успех оперы [В. Мурадели] «Октябрь»	Октябрь	1964	6	197—198
			За теорию, обобщающую опыт художественной практики. [К итогам дискуссии в «КлубеОктября», посвящ. обсуждению книги «Теория литературы. Основные проблемы висторическом освещении. Образ, метод. характер». Выступления]: П. Строков.Методология книги. — С. Можнягун. За последовательный историзм. — В. Назаренко.Теорию — ближе к практике. — Г. А. Абрамович. Принципы построения труда. — И.Астахов. Художественный образ и теория отражения. — П. Палиевокий. О способахдискуссии. — А. Власенко. Основа — содержательность. — А. Дремов. Художественныйобраз и действительность. [С примеч. ред.]	Октябрь	1964	6	201—221
			Партия и литература. [К годовщине встречи руководителей партии и правительства сдеятелями литературы и искусства. Передовая]	Октябрь	1964	6	3—6
Бабаевский, Семен.			Родимый край. Роман	Октябрь	1964	6	7—91
Полянский, Егор.			Время песен. — Верка. — Дуэль. [Стихи]	Октябрь	1964	6	92—94
Кочетов, Всеволод.			Вокруг Ленинграда становится тесно. Записи воен. лет. [С примеч.автора]	Октябрь	1964	6	95—170
Кузовлева, Татьяна.			«За окном то метель, то май...» — «О письма наших матерей нафронт!..» — «У села, что за ольховой рощей...» — «В последний раз рвануться из окопа...»— «Кто это выдумал, не знаю...» [Стихи]	Октябрь	1964	7	143—144
Наваратнам, Г.			Жертва. [Рассказ цейлонского писателя. Пер. с англ.: А. Кочетов]	Октябрь	1964	7	146—147
Баласурия, Тилак.			Сумерки. [Рассказ цейлонского писателя. Пер. с англ.: А. Кочетов]	Октябрь	1964	7	148—149
Кунасингам, В. Т.			Цена счастья. [Рассказ цейлонского писателя. Пер. с англ.: А. Кочетов]	Октябрь	1964	7	149—150
Валли			Она плела циновки. — Грязный оборвыш. [Рассказы цейлонского писателя. Пер. сангл. А. Кочетов]	Октябрь	1964	7	151—152
Семенов, М.			Как я писал новогодний рассказ. [Юмористич. рассказ]	Октябрь	1964	7	153—155
Санин, В.			Советы перед экзаменами. [Юмористич. рассказ]	Октябрь	1964	7	156—156
Бахарев, А.			Неутоленная жажда. [К проблемам эффективности орошаемого земледелия вРост. обл. Публицистич. заметки]	Октябрь	1964	7	157—167
Иванов, Анатолий.			Тени исчезают в полдень. [О работе над. созданием одноим. романа.Ответ на письма читателей. С предисл. ред.]	Октябрь	1964	7	168—170
Хохлов, Н.			Импала перед прыжком. [Из впечатлений о поездке по Уганде]	Октябрь	1964	7	171—182
Козырев, Н.			Неизведанный мир. [О применении законов теорет. механики к философскимпроблемам]. Размышления ученого	Октябрь	1964	7	183—192
Максимов, С.			Вопреки схемам. Заметки о герое соврем. очерка	Октябрь	1964	7	198—208
Марченко, Вячеслав.			Большой каботаж. Повесть	Октябрь	1964	7	3—44
Матев, Павел.			Пульс сердца. Цикл стихов. [Пер. с болгар.: В. Фирсов; В. Виноградов; В.Парфентьев; Н. Агеев]	Октябрь	1964	7	45—48
Дьяков, Борис.			Повесть о пережитом. [С предисл. ред.]	Октябрь	1964	7	49—142
Росляков, Василий.			Недавние встречи. Рассказы: Чистое сердце. — Конец Заярску. —Красные березы	Октябрь	1964	8	123—150
Рубцов, Николай.			Звезда полей. — «Взбегу на холм и упаду в траву...» — Ночь наперевозе. — Хозяйка. — «Я буду скакать по холмам задремавшей Отчизны...» [Стихи]	Октябрь	1964	8	130—132
Шехтер, Марк.			Дудочка. — Я богач. — Хмель. [Стихи]	Октябрь	1964	8	151
Лукьянов, Лев.			Набат в Диньдоне. Повесть-памфлет	Октябрь	1964	8	152—167
Александров, Сергей.			Седлаем коня. [О строительстве Каратауского комбинатафосфоритных удобрений. Очерк]	Октябрь	1964	8	168—180
Романов, Ю.			Великий, но не «всеобщий». [О значении англ. языка]	Октябрь	1964	8	181—185
Рачков, Д.			Асеев-сатирик. [О стихотворных фельетонах поэта 1917—1922 гг.]	Октябрь	1964	8	191—192
Корецкий, В.			Почему плакату «не везет»..	Октябрь	1964	8	193—198
Колевски, Васил.			О богатстве и многообразии социалистического реализма. [Статьяболгар. литературоведа]	Октябрь	1964	8	199—208
Федоров, Вас.			Россия, Любовь, Время. [О поэзии А. Прокофьева]	Октябрь	1964	8	209—216
Крученюк, Петря.			Прошу повременить. — Если вино хорошо. — Я бы многое отдал...[Стихи]. Пер. с молдав.: В. Фирсов	Октябрь	1964	8	3—4
Губин, Андрей.			Созвездие Ярлыги. Повесть	Октябрь	1964	8	5—56
Вологдин, Валентин.			Солнечная корона. Стихи: «Обычный день...» — «Земля, давно лиэто было?..» — «Микровольты...»	Октябрь	1964	8	57—58
Марченко, Вячеслав.			Большой каботаж. Повесть	Октябрь	1964	8	59—129
Возняк, Александр.			«Опять, опять — в который раз...» — «Опять грустит по лету дождь...»—«Да, вечна жизни колея...» — «Как бы ни было в жизни мне трудно...» [Стихи]	Октябрь	1964	9	114
Метельский, Георгий.			Люди в тундре. Рассказ	Октябрь	1964	9	115—137
Лукьянов, Лев.			Набат в Диньдоне. Повесть-памфлет	Октябрь	1964	9	138—151
Самойлов, Ф.			До всего есть дело. [О работе комис. содействия парт.-гос. контролю.Ленинград. Очерк]	Октябрь	1964	9	152—160
Трубникова, Алла.			Тайник в табуретке. [О разоблачении преступной деятельностиглаварей секты истинно православных христиан странствующих. Очерк]	Октябрь	1964	9	161—177
Галкин, В.			Русская ветвь I Интернационала	Октябрь	1964	9	178—179
Молдавский, Дм.			Сражающийся Эрмитаж. [1 200-летию Гос. Эрмитажа]	Октябрь	1964	9	180—181
Дебец, Г.			Форум антропологов и этнографов. [О VII Междунар. конгрессе антропол. иэтногр. наук. Москва. Авг. 1964 г.]	Октябрь	1964	9	181—183
Перцов, В.			Маяковский и Мейерхольд. [К истории творческих взаимоотношений]	Октябрь	1964	9	187—203
Строков, Петр.			Звездный путь Человека. [Заметки о поэзии Э. Межелайтиса]	Октябрь	1964	9	204—211
Дейч, Александр.			Именем добра и человечности. К 100-летию со дня рождения М. М.Коцюбинского	Октябрь	1964	9	212—218
Островский, Николай.			Как закалялась сталь. Неизвестные страницы. [С предисл. С.Трегуба]	Октябрь	1964	9	3—42
Храмов, Евгений.			Скупщик пушнины. — Воюем до конца. [Стихи]	Октябрь	1964	9	43—44
Калиненко, Оксана.			Ответь себе! Повесть	Октябрь	1964	9	45—72
Ойслендер, Александр.			Дождь отзвенел свое. — Памяти товарища. — После взрыва вСахаре. [Стихи]	Октябрь	1964	9	73—74
Максимов, Владимир.			Шаги к горизонту. Рассказы: Искушение. — Сашка. — Дуся и наспятеро	Октябрь	1964	9	75—113
Урин, Виктор, Звезды.			Стихи	Октябрь	1967	11	12
Ручьев, Борис.			Канун. 1-я глава поэмы	Октябрь	1967	11	13—22
Савельев, Иван.			Великий океан. Стихи	Октябрь	1967	11	158
